Symbol,Company Name,Promoter Delta %,FII Delta %,DII Delta %,Mutual Fund Delta %,Pledge Delta %
PRAVEG,Praveg Limited,-0.67,3.58,5.74,3.45,0.0
PRAXIS,Praxis Home Retail Limited,1.24,-7.25,8.02,5.93,-11.7
PRECAM,Precision Camshafts Limited,15.3,-1.49,-10.47,-8.3,3.3
PRECOT,Precot Limited,-14.25,6.39,13.25,11.2,-2.7
PRECWIRE,Precision Wires India Limited,-13.9,-0.73,13.82,7.32,0.0
PREMCO,Premco Global Limited,4.43,4.17,5.88,2.53,0.0
PREMEXPLN,Premier Explosives Limited,-0.7,-7.09,-1.8,0.14,0.0
PREMIER,Premier Limited,14.66,-2.87,-3.81,-1.89,0.0
PREMIERENE,Premier Energies Limited,-10.65,-0.53,-4.44,-3.36,0.0
PREMIERPOL,Premier Polyfilm Limited,4.33,-6.42,-9.35,-6.06,0.0
PRESTIGE,Prestige Estates Projects Limited,2.82,-1.83,7.29,7.2,0.0
PRICOLLTD,Pricol Limited,3.51,-0.49,7.52,3.7,0.0
PRIMESECU,Prime Securities Limited,-4.19,-6.95,12.21,5.9,-4.9
PRIMO,Primo Chemicals Limited,-19.78,12.23,1.09,0.55,-11.7
PRINCEPIPE,Prince Pipes And Fittings Limited,0.6,3.98,-0.44,2.07,15.0
PRITI,Priti International Limited,0.58,-9.32,5.33,2.84,0.0
PRITIKAUTO,Pritika Auto Industries Limited,9.43,-11.59,-4.13,-3.74,-14.0
PRIVISCL,Privi Speciality Chemicals Limited,4.74,-4.47,-1.29,-0.38,0.0
PROSTARM,Prostarm Info Systems Limited,-2.8,6.17,-3.84,-5.66,-4.2
PROTEAN,Protean eGov Technologies Limited,6.69,-13.08,1.19,-1.55,0.0
PROZONER,Prozone Realty Limited,2.99,1.65,-11.23,-7.04,4.5
PRSMJOHNSN,Prism Johnson Limited,13.93,-8.62,0.01,0.92,0.0
PRUDENT,Prudent Corporate Advisory Services Limited,5.42,-13.64,9.93,6.82,0.0
PRUDMOULI,Prudential Sugar Corporation Limited,1.87,-4.88,8.38,4.11,0.0
PSB,Punjab & Sind Bank,13.23,-3.7,1.86,2.01,0.0
PSPPROJECT,PSP Projects Limited,8.68,-9.99,1.53,-0.01,0.0
PTC,PTC India Limited,4.21,5.77,-0.47,1.12,0.0
PTCIL,PTC Industries Limited,-3.87,3.73,5.33,3.72,0.0
PTL,PTL Enterprises Limited,-17.76,7.73,2.48,-2.25,0.0
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,-5.91,-4.77,4.94,6.75,0.0
PURVA,Puravankara Limited,-15.33,1.37,0.99,0.69,-1.2
PVP,PVP Ventures Limited,11.3,-3.06,-4.87,-2.71,-5.0
PVRINOX,PVR INOX Limited,6.38,-3.58,2.38,3.99,-10.6
PVSL,Popular Vehicles and Services Limited,-14.79,8.45,13.92,11.59,0.0
PWL,Physicswallah Limited,0.75,11.21,-6.01,-3.18,0.0
PYRAMID,Pyramid Technoplast Limited,-4.83,6.68,7.25,5.95,0.0
QMSMEDI,QMS Medical Allied Services Limited,-5.25,-7.57,3.27,0.97,4.9
QPOWER,Quality Power Electrical Equipments Limited,-15.79,4.16,0.72,3.57,0.0
QUADFUTURE,Quadrant Future Tek Limited,-5.02,5.28,10.46,7.65,0.0
QUESS,Quess Corp Limited,6.32,-12.9,5.99,1.02,0.0
QUICKHEAL,Quick Heal Technologies Limited,-6.69,15.79,-2.09,-0.29,0.0
QUINT,Quint Digital Limited,0.58,6.22,1.82,-0.58,0.0
QUINTEGRA,Quintegra Solutions Limited,-12.62,12.95,0.98,1.99,0.0
RACE,Race Eco Chain Limited,5.35,-8.76,6.79,5.6,0.0
RACLGEAR,RACL Geartech Limited,8.02,1.05,-9.78,-5.33,0.0
RADAAN,Radaan Mediaworks India Limited,3.45,0.9,6.3,5.5,11.3
RADHIKAJWE,Radhika Jeweltech Limited,1.68,-10.63,-0.58,0.18,0.0
RADIANTCMS,Radiant Cash Management Services Limited,8.23,-13.34,9.24,4.83,0.0
RADICO,Radico Khaitan Limited,21.89,-17.34,-1.99,-2.21,-8.9
RADIOCITY,Music Broadcast Limited,13.11,-11.45,-8.52,-1.0,0.0
RAILTEL,Railtel Corporation Of India Limited,11.18,3.93,-1.9,-0.98,0.0
RAIN,Rain Industries Limited,-0.64,-6.86,10.7,5.27,0.0
RAINBOW,Rainbow Childrens Medicare Limited,-22.58,13.5,11.7,6.2,0.0
RAJESHEXPO,Rajesh Exports Limited,-8.02,0.34,7.49,2.15,0.0
RAJMET,Rajnandini Metal Limited,3.77,-9.63,9.45,8.04,14.7
RAJOOENG,Rajoo Engineers Limited,-9.34,2.04,-0.2,-0.47,0.0
RAJPALAYAM,Rajapalayam Mills Limited,-11.45,7.05,-1.54,1.97,0.0
RAJRATAN,Rajratan Global Wire Limited,-3.79,-0.22,-0.72,-0.08,-10.7
RAJRILTD,Raj Rayon Industries Limited,13.27,6.06,-6.6,-7.37,0.0
RAJSREESUG,Rajshree Sugars & Chemicals Limited,-5.75,-13.45,8.41,2.85,0.0
RAJTV,Raj Television Network Limited,0.57,3.57,1.91,1.09,0.0
RAJVIR,Rajvir Industries Limited,10.29,-4.06,-0.35,-0.27,0.0
RALLIS,Rallis India Limited,11.08,-9.89,-3.99,-4.5,0.0
RAMANEWS,Shree Rama Newsprint Limited,0.35,-7.12,10.56,7.98,0.0
RAMAPHO,Rama Phosphates Limited,5.62,1.63,0.46,0.76,0.0
RAMASTEEL,Rama Steel Tubes Limited,-0.41,-0.43,1.6,0.67,0.0
RAMBHAJO,Advit Jewels Limited,3.02,-4.67,-2.42,-0.5,0.0
RAMCOCEM,The Ramco Cements Limited,-7.35,-0.11,12.91,9.79,0.0
RAMCOIND,Ramco Industries Limited,13.4,-7.12,-8.41,-2.12,0.0
RAMCOSYS,Ramco Systems Limited,4.49,2.08,4.3,1.81,0.0
RAMKY,Ramky Infrastructure Limited,-3.48,10.06,-2.04,-2.64,-12.5
RAMRAT,Ram Ratna Wires Limited,-5.47,7.56,14.28,11.0,-6.4
RANASUG,Rana Sugars Limited,13.71,-4.96,-11.63,-7.87,0.0
RANEHOLDIN,Rane Holdings Limited,2.72,-11.38,3.72,5.39,0.0
RATEGAIN,Rategain Travel Technologies Limited,2.66,11.92,-9.05,-4.87,0.0
RATNAMANI,Ratnamani Metals & Tubes Limited,16.49,-1.18,-14.09,-9.37,0.0
RATNAVEER,Ratnaveer Precision Engineering Limited,-23.27,13.27,3.51,3.6,-1.9
RAYMOND,Raymond Limited,4.82,9.89,-5.76,-1.83,0.0
RAYMONDLSL,Raymond Lifestyle Limited,0.51,-11.36,12.49,9.07,0.0
RAYMONDREL,Raymond Realty Limited,-6.11,2.58,-3.71,-1.45,0.0
RBA,Restaurant Brands Asia Limited,-3.38,7.53,-1.8,-0.19,0.0
RBLBANK,RBL Bank Limited,-11.29,-0.63,2.69,3.1,0.0
RBZJEWEL,RBZ Jewellers Limited,0.21,13.08,-7.86,-0.47,12.9
RCF,Rashtriya Chemicals and Fertilizers Limited,-1.62,6.9,-1.83,-0.05,0.0
RCOM,Reliance Communications Limited,-8.05,0.07,-1.77,-2.12,0.0
RECLTD,REC Limited,19.44,-13.0,-7.37,-6.98,-5.9
REDINGTON,Redington Limited,2.23,-3.91,-6.81,-5.17,0.0
REDTAPE,Redtape Limited,-3.51,10.02,-6.73,-4.13,0.0
REFEX,Refex Industries Limited,-7.79,0.05,15.69,11.93,0.0
REGAAL,Regaal Resources Limited,-5.26,-2.45,2.87,-1.97,0.0
REGENCERAM,Regency Ceramics Limited,6.52,-3.14,-3.74,-0.52,0.0
RELAXO,Relaxo Footwears Limited,-34.51,18.2,5.7,3.31,0.0
RELCHEMQ,Reliance Chemotex Industries Limited,1.75,13.59,-14.04,-6.03,-5.4
RELIABLE,Reliable Data Services Limited,10.2,-3.81,-6.92,-7.49,0.0
RELIANCE,Reliance Industries Limited,0.02,0.04,0.08,0.06,0.0
RELIGARE,Religare Enterprises Limited,8.02,-11.68,3.14,4.1,-6.2
RELINFRA,Reliance Infrastructure Limited,19.05,-10.2,-3.37,-1.46,0.0
RELTD,Ravindra Energy Limited,1.54,-6.34,-6.22,-0.36,0.4
REMSONSIND,Remsons Industries Limited,-26.81,11.5,13.41,10.32,11.0
RENUKA,Shree Renuka Sugars Limited,9.23,1.39,-11.46,-4.27,0.0
REPCOHOME,Repco Home Finance Limited,2.88,7.93,-11.35,-5.23,-3.1
REPL,Rudrabhishek Enterprises Limited,-15.41,9.26,5.54,4.16,0.0
REPRO,Repro India Limited,5.65,4.13,-12.71,-4.15,0.0
RESPONIND,Responsive Industries Limited,7.48,-6.87,0.8,0.14,0.0
RETAIL,JHS Svendgaard Retail Ventures Limited,-3.51,2.08,10.97,8.39,0.0
RGL,Renaissance Global Limited,-1.72,7.03,-4.25,-3.81,0.0
RHETAN,Rhetan TMT Limited,-0.6,11.53,-7.04,-8.07,1.8
RHFL,Reliance Home Finance Limited,15.57,-14.25,7.35,6.7,0.0
RHIM,RHI MAGNESITA INDIA LIMITED,-2.43,3.8,-5.42,-2.99,0.0
RHL,Robust Hotels Limited,16.42,5.38,-11.54,-4.51,0.0
RICOAUTO,Rico Auto Industries Limited,16.03,-6.23,-0.04,-0.42,0.0
RIIL,Reliance Industrial Infrastructure Limited,-3.77,0.55,-0.66,-0.25,0.0
RISHABH,Rishabh Instruments Limited,3.03,7.12,-5.54,-6.22,0.0
RITCO,Ritco Logistics Limited,1.85,-2.98,5.99,2.41,-1.3
RITES,RITES Limited,15.55,-8.4,-5.52,-3.56,0.0
RKDL,Ravi Kumar Distilleries Limited,8.47,-16.51,-2.79,-1.86,-2.8
RKEC,RKEC Projects Limited,12.58,-0.92,-12.72,-7.47,0.0
RKFORGE,Ramkrishna Forgings Limited,1.13,-2.12,-0.94,-0.57,0.0
RKSWAMY,R K Swamy Limited,-5.14,-4.91,9.68,3.52,0.0
RMC,RMC Switchgears Limited,-4.31,-10.28,1.91,-0.43,0.0
RMDRIP,R M Drip and Sprinklers Systems Limited,-1.51,-2.08,10.27,6.99,11.1
RML,Rane (Madras) Limited,-13.59,2.34,14.12,7.72,-13.3
RNBDENIMS,R&B Denims Limited,-9.11,16.83,-0.17,-2.98,0.0
ROHLTD,Royal Orchid Hotels Limited,11.16,2.42,-9.04,-5.26,0.0
ROLEXRINGS,Rolex Rings Limited,-0.21,3.49,3.8,1.41,0.0
ROLLT,Rollatainers Limited,8.09,6.27,0.52,0.06,0.0
ROML,Raj Oil Mills Limited,-22.27,1.42,15.94,10.66,3.1
ROSSARI,Rossari Biotech Limited,1.08,0.61,0.22,0.5,8.2
ROSSELLIND,Rossell India Limited,3.25,-1.36,-4.46,-2.72,0.0
ROSSTECH,Rossell Techsys Limited,1.11,-1.3,14.29,7.2,0.0
ROTO,Roto Pumps Limited,9.76,-4.29,-0.03,-0.17,0.0
ROUTE,ROUTE MOBILE LIMITED,-13.12,-4.01,8.43,5.69,0.0
RPEL,Raghav Productivity Enhancers Limited,-6.96,1.54,3.46,5.83,0.0
RPGLIFE,RPG Life Sciences Limited,-1.1,8.8,-10.73,-4.79,0.0
RPOWER,Reliance Power Limited,4.04,-10.51,8.0,4.35,0.0
RPPINFRA,R.P.P. Infra Projects Limited,-9.94,14.45,3.34,2.11,0.0
RPPL,Rajshree Polypack Limited,-13.48,8.22,-5.46,-4.49,0.0
RPSGVENT,RPSG VENTURES LIMITED,-7.88,-1.54,6.64,4.94,0.0
RPTECH,Rashi Peripherals Limited,-12.94,-8.74,11.5,7.85,0.0
RRIL,RRIL Limited,-10.72,-1.16,-1.46,-0.29,0.0
RRKABEL,R R Kabel Limited,23.4,-10.08,-3.5,-2.65,0.0
RSDFIN,RSD Finance Limited,3.53,-4.32,2.67,4.82,0.0
RSL,Rajputana Stainless Limited,-0.59,1.67,7.14,2.78,0.0
RSSOFTWARE,R. S. Software (India) Limited,-16.14,-1.99,11.01,8.76,0.0
RSWM,RSWM Limited,11.77,-8.05,0.14,-0.26,0.0
RSYSTEMS,R Systems International Limited,-4.42,-6.77,0.25,0.88,0.0
RTNINDIA,RattanIndia Enterprises Limited,0.12,-2.24,-0.94,1.8,15.0
RTNPOWER,RattanIndia Power Limited,-12.97,10.83,0.35,1.67,0.0
RUBFILA,Rubfila International Limited,10.37,-9.91,-5.44,-4.81,0.0
RUBICON,Rubicon Research Limited,-9.42,-6.71,9.8,6.0,0.0
RUBYMILLS,The Ruby Mills Limited,-26.88,1.51,13.72,8.54,0.0
RUCHINFRA,Ruchi Infrastructure Limited,-15.74,-5.3,14.96,7.78,0.0
RUCHIRA,Ruchira Papers Limited,4.66,1.11,-10.13,-11.46,0.0
RUDRA,Rudra Global Infra Products Limited,-0.61,-12.39,7.16,3.97,0.0
RUPA,Rupa & Company Limited,5.4,8.74,-7.05,-7.33,0.0
RUSHIL,Rushil Decor Limited,-7.02,-5.34,2.57,-0.46,0.0
RUSTOMJEE,Keystone Realtors Limited,-4.07,9.97,2.25,2.18,0.0
RVHL,Ravinder Heights Limited,-13.47,7.71,17.22,13.57,0.0
RVNL,Rail Vikas Nigam Limited,-1.8,-5.5,-1.5,-0.86,0.0
RVTH,Revathi Equipment India Limited,-1.89,-3.85,-1.69,-1.22,-1.0
S&SPOWER,S&S Power Switchgears Limited,-7.85,3.96,4.82,3.54,0.0
SAATVIKGL,Saatvik Green Energy Limited,4.09,7.79,-4.14,-5.22,0.0
SABEVENTS,Sab Events & Governance Now Media Limited,8.28,-9.14,3.79,4.88,11.0
SADBHAV,Sadbhav Engineering Limited,-21.98,13.66,2.15,0.67,0.0
SADBHIN,Sadbhav Infrastructure Project Limited,24.35,-12.54,-8.64,-7.79,0.0
SADHNANIQ,Sadhana Nitrochem Limited,-10.72,5.42,7.85,4.41,-5.0
SAFARI,Safari Industries (India) Limited,-0.15,15.03,-7.45,-6.26,0.0
SAGARDEEP,Sagardeep Alloys Limited,-0.07,-6.47,6.57,8.37,0.0
SAGCEM,Sagar Cements Limited,-6.82,-0.54,6.73,1.04,0.0
SAGILITY,SAGILITY LIMITED,-0.21,-1.73,-1.7,-2.8,0.0
SAHLIBHFI,Shalibhadra Finance Limited,3.96,-5.85,9.22,7.47,0.0
SAHYADRI,Sahyadri Industries Limited,14.46,1.95,-7.68,-7.46,0.0
SAIL,Steel Authority of India Limited,13.66,-4.09,-15.72,-12.39,0.0
SAILIFE,Sai Life Sciences Limited,4.99,0.16,1.89,-1.22,-12.4
SAIPARENT,Sai Parenterals Limited,-4.52,-1.4,3.82,3.31,-12.2
SAKAR,Sakar Healthcare Limited,6.87,-13.05,5.36,2.27,0.0
SAKHTISUG,Sakthi Sugars Limited,-9.92,8.93,-0.48,0.8,-13.7
SAKSOFT,Saksoft Limited,-2.19,10.61,2.15,2.06,0.0
SAKUMA,Sakuma Exports Limited,0.04,7.49,-8.98,-3.81,0.0
SALASAR,Salasar Techno Engineering Limited,5.74,-11.88,13.39,7.3,0.4
SALONA,Salona Cotspin Limited,-14.53,0.94,2.84,2.83,0.0
SALSTEEL,S.A.L. Steel Limited,-10.65,2.15,-0.52,3.1,0.0
SALZERELEC,Salzer Electronics Limited,-12.07,6.99,6.82,6.78,0.0
SAMBHAAV,Sambhaav Media Limited,-5.93,0.21,-1.36,-1.37,0.0
SAMBHV,Sambhv Steel Tubes Limited,-17.68,3.44,5.9,7.37,0.0
SAMHI,Samhi Hotels Limited,-1.52,-0.62,0.6,-0.74,0.0
SAMMAANCAP,Sammaan Capital Limited,-5.56,2.33,7.59,5.38,0.0
SAMPANN,Sampann Utpadan India Limited,15.28,-8.55,5.06,2.24,0.0
SANATHAN,Sanathan Textiles Limited,-2.36,11.25,-0.63,0.28,0.0
SANDESH,The Sandesh Limited,-9.33,-11.66,14.76,12.33,0.0
SANDHAR,Sandhar Technologies Limited,12.6,-4.07,-3.44,-2.07,0.0
SANDUMA,Sandur Manganese & Iron Ores Limited,-2.68,10.36,2.37,1.94,0.0
SANGAMIND,Sangam (India) Limited,-5.65,-5.34,11.65,9.49,0.0
SANGHVIMOV,Sanghvi Movers Limited,23.81,-11.42,-10.76,-4.77,8.6
SANGINITA,Sanginita Chemicals Limited,-11.18,2.54,3.45,2.69,-3.3
SANOFI,Sanofi India Limited,-11.11,2.45,1.94,6.52,-13.7
SANOFICONR,Sanofi Consumer Healthcare India Limited,-2.27,-15.34,9.93,5.63,0.0
SANSERA,Sansera Engineering Limited,5.96,9.19,-10.25,-8.47,0.0
SANSTAR,Sanstar Limited,-2.86,0.25,-2.39,-0.57,0.0
SANWARIA,Sanwaria Consumer Limited,-4.94,-7.49,8.32,3.86,0.0
SAPPHIRE,Sapphire Foods India Limited,10.32,10.57,-5.7,-6.33,-1.9
SAPPL,Shree Ajit Pulp & Paper Limited,-21.3,11.6,2.49,-0.54,0.0
SARDAEN,Sarda Energy & Minerals Limited,3.14,5.41,-14.33,-10.16,0.0
SAREGAMA,Saregama India Limited,19.28,-1.42,-10.74,-6.26,0.0
SARLAPOLY,Sarla Performance Fibers Limited,-0.05,0.05,2.97,4.28,0.0
SARVESHWAR,Sarveshwar Foods Limited,-1.84,-0.17,-2.55,-3.78,11.6
SASKEN,Sasken Technologies Limited,6.24,-2.05,4.57,2.66,0.0
SATIA,Satia Industries Limited,-0.4,10.82,-5.39,-1.93,4.1
SATIN,Satin Creditcare Network Limited,-17.83,0.88,12.09,4.0,0.0
SAURASHCEM,Saurashtra Cement Limited,3.87,-0.64,0.23,0.61,0.0
SAYAJIHOTL,Sayaji Hotels Limited,-14.26,11.57,1.92,4.32,0.0
SBC,SBC Exports Limited,-2.66,1.15,1.01,-0.04,0.0
SBCL,Shivalik Bimetal Controls Limited,-8.25,0.04,12.28,10.83,0.0
SBFC,SBFC Finance Limited,-5.75,-3.59,0.66,0.71,0.7
SBGLP,Suratwwala Business Group Limited,-11.97,16.03,-11.62,-7.39,13.0
SBICARD,SBI Cards and Payment Services Limited,4.23,8.25,-6.11,-4.47,0.0
SBILIFE,SBI Life Insurance Company Limited,2.34,-5.69,3.9,4.02,0.0
SBIN,State Bank of India,16.23,-5.12,-0.23,1.42,10.6
SCANSTL,Scan Steels Limited,-9.17,2.62,-0.57,0.02,0.0
SCHAEFFLER,Schaeffler India Limited,18.94,-15.46,2.64,1.59,0.0
SCHAND,S Chand And Company Limited,9.45,-5.05,-3.54,-1.16,0.0
SCHNEIDER,Schneider Electric Infrastructure Limited,9.21,2.07,-16.55,-15.01,0.0
SCI,Shipping Corporation Of India Limited,-7.19,-7.92,16.52,12.49,0.0
SCILAL,Shipping Corporation of India Land and Assets Limited,8.46,-13.52,-2.54,-3.06,0.0
SCODATUBES,Scoda Tubes Limited,2.71,-5.67,-0.87,-0.66,-4.3
SCPL,Sheetal Cool Products Limited,-2.19,-4.9,0.98,-1.03,0.0
SDBL,Som Distilleries & Breweries Limited,8.46,-7.33,-5.13,-1.85,0.0
SEAMECLTD,Seamec Limited,6.99,10.75,-11.03,-6.33,0.0
SECMARK,SecMark Consultancy Limited,-0.81,-15.02,9.61,3.58,0.0
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,5.95,-12.26,5.51,1.88,0.0
SEDEMAC,SEDEMAC Mechatronics Limited,-0.22,10.58,-4.15,-2.24,0.0
SEIL,Shanti Educational Initiatives Limited,5.11,7.14,-3.0,-0.87,-12.7
SEJALLTD,Sejal Glass Limited,-10.67,8.87,-10.03,-7.73,6.8
SELMC,SEL Manufacturing Company Limited,10.88,-7.54,-1.81,-1.89,0.0
SEMAC,Semac Construction Limited,10.27,-3.47,-2.25,-2.27,-12.6
SENCO,Senco Gold Limited,-17.07,-7.13,9.77,9.26,0.0
SENORES,Senores Pharmaceuticals Limited,-6.06,-3.03,1.01,-1.11,0.0
SEPC,SEPC Limited,1.84,-7.31,13.54,8.5,0.0
SERVOTECH,Servotech Renewable Power System Limited,-3.43,4.99,2.63,1.78,0.0
SESHAPAPER,Seshasayee Paper and Boards Limited,-1.09,-5.86,9.69,8.92,0.0
SETCO,Setco Automotive Limited,-9.06,-1.04,9.93,5.38,0.0
SETL,Standard Engineering Technology Limited,14.7,3.76,-11.5,-10.04,0.0
SETUINFRA,Setubandhan Infrastructure Limited,14.82,-6.22,-5.08,-2.43,-15.0
SEYAIND,Seya Industries Limited,6.69,-2.75,-5.97,-5.2,0.0
SFL,Sheela Foam Limited,7.33,-0.15,2.17,4.57,0.0
SGFIN,SG Finserve Limited,-4.75,14.81,-11.79,-8.52,0.0
SGIL,Synergy Green Industries Limited,11.5,-17.13,4.79,5.11,2.8
SGL,STL Global Limited,-2.85,-5.69,13.77,9.4,0.0
SGMART,SG Mart Limited,8.33,-1.16,-6.45,-3.04,0.0
SHADOWFAX,Shadowfax Technologies Limited,9.75,1.92,3.32,2.0,0.0
SHAH,Shah Metacorp Limited,4.74,-0.6,4.43,1.79,0.0
SHAHALLOYS,Shah Alloys Limited,-9.63,1.42,-0.37,-3.49,0.0
SHAILY,Shaily Engineering Plastics Limited,6.1,-11.34,7.3,3.56,0.0
SHAKTIPUMP,Shakti Pumps (India) Limited,-7.72,-12.42,11.19,7.03,10.5
SHALBY,Shalby Limited,22.65,-9.77,-11.86,-9.12,0.0
SHALPAINTS,Shalimar Paints Limited,-11.29,-2.96,6.62,4.31,0.0
SHANKARA,Shankara Building Products Limited,6.44,-4.37,1.03,2.35,0.0
SHANTI,Shanti Overseas (India) Limited,13.07,-4.19,-0.42,-3.2,0.0
SHANTIGEAR,Shanthi Gears Limited,-17.2,8.72,12.17,10.85,0.0
SHANTIGOLD,Shanti Gold International Limited,-0.04,-11.56,10.0,8.76,0.0
SHARDACROP,Sharda Cropchem Limited,-0.68,-1.71,8.65,5.89,0.0
SHARDAMOTR,Sharda Motor Industries Limited,-7.66,2.67,7.17,0.01,0.0
SHARDUL,Shardul Securities Limited,-0.46,11.51,-9.68,-4.47,0.0
SHAREINDIA,Share India Securities Limited,-8.29,-2.09,9.55,7.67,0.0
SHBAJRG,Shri Bajrang Alliance Limited,10.12,-1.76,-4.06,-1.72,0.0
SHEKHAWATI,Shekhawati Industries Limited,-6.28,18.25,-10.63,-7.82,0.0
SHEMAROO,Shemaroo Entertainment Limited,7.25,1.74,-1.86,-1.46,0.0
SHILCTECH,Shilchar Technologies Limited,12.04,-12.65,7.54,1.56,0.0
SHILPAMED,Shilpa Medicare Limited,12.94,-16.59,-1.24,-0.61,0.0
SHINDL,Sharat Industries Limited,-15.36,9.7,-6.39,-5.8,0.0
SHIVALIK,Shivalik Rasayan Limited,-19.4,22.61,-2.12,-0.08,0.0
SHIVAMAUTO,Shivam Autotech Limited,-4.78,5.44,4.27,0.72,0.0
SHIVAMILLS,Shiva Mills Limited,-11.26,8.71,9.12,5.82,0.0
SHIVATEX,Shiva Texyarn Limited,5.67,-10.52,-2.62,-2.38,0.0
SHIVAUM,Shiv Aum Steels Limited,8.31,3.86,-9.38,-5.53,-8.5
SHK,S H Kelkar and Company Limited,-4.32,0.75,-2.84,-0.44,0.0
SHOPERSTOP,Shoppers Stop Limited,13.07,-3.24,-9.15,-6.15,0.0
SHRADHA,Shradha Realty Limited,12.0,6.43,-3.19,0.15,4.4
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,1.41,0.33,0.33,1.48,0.0
SHREECEM,SHREE CEMENT LIMITED,-6.72,9.06,-2.4,-2.32,14.0
SHREEJISPG,Shreeji Shipping Global Limited,14.32,2.69,-4.63,-2.94,0.0
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,11.34,-2.82,-9.55,-7.11,-12.9
SHREERAMA,Shree Rama Multi-Tech Limited,-11.95,15.95,-16.42,-11.75,0.0
SHRENIK,Shrenik Limited,-0.85,3.48,1.59,-1.07,0.0
SHREYANIND,Shreyans Industries Limited,3.77,9.35,-2.04,-2.02,0.0
SHRIKRISH,Shri Krishna Devcon Limited,-5.71,-1.02,11.63,8.37,0.0
SHRINGARMS,Shringar House of Mangalsutra Limited,-20.94,10.55,11.5,5.48,0.0
SHRIPISTON,SPR Auto Technologies Limited,-16.88,8.69,8.89,7.06,-14.3
SHRIRAMFIN,Shriram Finance Limited,-5.38,8.88,-5.58,-0.88,0.0
SHRIRAMPPS,Shriram Properties Limited,-15.51,8.02,10.23,7.03,-9.0
SHYAMCENT,Shyam Century Ferrous Limited,-3.29,6.93,-9.3,-7.0,0.0
SHYAMMETL,Shyam Metalics and Energy Limited,-7.71,2.14,-2.71,1.81,0.0
SHYAMTEL,Shyam Telecom Limited,-2.0,-6.06,4.27,5.0,-4.5
SICAGEN,Sicagen India Limited,5.84,-2.84,2.53,2.68,0.0
SICALLOG,Sical Logistics Limited,-9.34,3.93,8.8,6.34,0.0
SIEMENS,Siemens Limited,-11.95,19.1,-2.51,0.56,-8.1
SIGACHI,Sigachi Industries Limited,-8.05,5.61,5.24,1.89,0.0
SIGIND,Signet Industries Limited,-9.43,6.25,7.38,0.57,0.0
SIGMA,Sigma Solve Limited,-11.12,12.21,9.13,8.22,0.0
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,3.22,-14.46,0.28,-1.43,0.0
SIGNATURE,Signatureglobal (India) Limited,4.53,-8.65,-2.76,-2.12,-3.4
SIGNPOST,Signpost India Limited,-9.93,-13.63,1.51,2.66,0.0
SIKA,Sika Interplant Systems Limited,-1.17,10.06,2.58,-0.99,-2.3
SIKKO,Sikko Industries Limited,16.91,3.1,-13.86,-6.68,8.0
SIL,Standard Industries Limited,12.01,-15.89,3.02,1.21,0.0
SILGO,Silgo Retail Limited,-18.66,9.86,7.27,3.06,0.0
SILINV,SIL Investments Limited,1.29,-9.14,11.67,6.3,0.0
SILLYMONKS,Silly Monks Entertainment Limited,9.76,-9.83,-3.43,-6.21,-2.9
SILVERTUC,Silver Touch Technologies Limited,2.22,-6.4,10.02,8.26,-5.8
SIMBHALS,Simbhaoli Sugars Limited,12.29,-14.11,4.76,5.3,0.0
SIMPLEXINF,Simplex Infrastructures Limited,4.6,-16.9,6.13,6.67,0.0
SINCLAIR,Sinclairs Hotels Limited,-1.72,0.89,-5.37,-6.79,-11.7
SINDHUTRAD,Sindhu Trade Links Limited,-26.62,16.62,2.68,-0.89,7.2
SINGERIND,Singer India Limited,2.48,-2.64,0.02,-0.81,0.0
SINTERCOM,Sintercom India Limited,7.38,-6.04,-5.8,-2.5,0.0
SIRCA,Sirca Paints India Limited,-11.08,18.1,-2.77,-2.73,0.0
SIS,SIS LIMITED,14.22,-10.0,2.32,-0.35,7.1
SITINET,Siti Networks Limited,4.69,1.46,4.96,7.06,11.0
SIYSIL,Siyaram Silk Mills Limited,-1.44,6.17,-0.67,0.89,0.0
SJS,S.J.S. Enterprises Limited,-2.29,9.93,1.66,1.01,-6.6
SJVN,SJVN Limited,-9.96,3.03,-7.59,-6.91,0.0
SKFINDIA,SKF India Limited,-5.28,-4.83,-2.66,-3.25,0.0
SKFINDUS,SKF India (Industrial) Limited,10.78,10.24,-8.85,-8.27,0.0
SKIL,SKIL Infrastructure Limited,-4.44,4.22,-5.62,-5.58,0.0
SKIPPER,Skipper Limited,17.95,-16.01,-14.46,-9.97,-11.2
SKMEGGPROD,SKM Egg Products Export (India) Limited,-15.2,6.58,10.79,6.03,0.0
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,4.04,-4.31,-2.01,-3.07,-3.7
SMARTLINK,Smartlink Holdings Limited,-8.26,6.49,0.83,0.49,0.0
SMARTWORKS,Smartworks Coworking Spaces Limited,-6.34,1.03,-1.69,-1.9,0.0
SMCGLOBAL,SMC Global Securities Limited,18.51,-5.41,-6.09,-3.68,0.0
SMLMAH,SML Mahindra Limited,3.29,-3.13,6.77,2.89,0.0
