Symbol,Company Name,Promoter Delta %,FII Delta %,DII Delta %,Mutual Fund Delta %,Pledge Delta %
SURANAT&P,Surana Telecom and Power Limited,0.0,0.0,0.0,0.0,0.0
SURYALA,Suryalata Spinning Mills Limited,0.0,0.0,0.0,0.0,0.0
SURYALAXMI,Suryalakshmi Cotton Mills Limited,0.0,0.0,0.0,0.0,0.0
SURYAROSNI,Surya Roshni Limited,0.0,0.0,0.0,0.0,0.0
SURYODAY,Suryoday Small Finance Bank Limited,0.0,0.0,0.0,0.0,0.0
SUTLEJTEX,Sutlej Textiles and Industries Limited,0.0,0.0,0.0,0.0,0.0
SUVEN,Suven Life Sciences Limited,0.0,0.0,0.0,0.0,0.0
SUVIDHAA,Suvidhaa Infoserve Limited,0.0,0.0,0.0,0.0,0.0
SUYOG,Suyog Telematics Limited,0.0,0.0,0.0,0.0,0.0
SUZLON,Suzlon Energy Limited,0.0,0.0,0.0,0.0,0.0
SVLL,Shree Vasu Logistics Limited,0.0,0.0,0.0,0.0,0.0
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,0.0,0.0,0.0,0.0,0.0
SWANCORP,SWAN CORP LIMITED,0.0,0.0,0.0,0.0,0.0
SWANDEF,Swan Defence and Heavy Industries Limited,0.0,0.0,0.0,0.0,0.0
SWARAJENG,Swaraj Engines Limited,0.0,0.0,0.0,0.0,0.0
SWELECTES,Swelect Energy Systems Limited,0.0,0.0,0.0,0.0,0.0
SWIGGY,Swiggy Limited,0.0,0.0,0.0,0.0,0.0
SWSOLAR,Sterling and Wilson Renewable Energy Limited,0.0,0.0,0.0,0.0,0.0
SYMPHONY,Symphony Limited,0.0,0.0,0.0,0.0,0.0
SYNCOMF,Syncom Formulations (India) Limited,0.0,0.0,0.0,0.0,0.0
SYNGENE,Syngene International Limited,0.0,0.0,0.0,0.0,0.0
SYRMA,Syrma SGS Technology Limited,0.0,0.0,0.0,0.0,0.0
SYSTMTXC,Systematix Corporate Services Limited,0.0,0.0,0.0,0.0,0.0
TAALTECH,Taal Tech Limited,0.0,0.0,0.0,0.0,0.0
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,0.0,0.0,0.0,0.0,0.0
TAJGVK,Taj GVK Hotels & Resorts Limited,0.0,0.0,0.0,0.0,0.0
TAKE,Take Solutions Limited,0.0,0.0,0.0,0.0,0.0
TALBROAUTO,Talbros Automotive Components Limited,0.0,0.0,0.0,0.0,0.0
TAMBOLIIN,Tamboli Industries Limited,0.0,0.0,0.0,0.0,0.0
TANLA,Tanla Platforms Limited,0.0,0.0,0.0,0.0,0.0
TARACHAND,Tara Chand InfraLogistic Solutions Limited,0.0,0.0,0.0,0.0,0.0
TARAPUR,Tarapur Transformers Limited,0.0,0.0,0.0,0.0,0.0
TARC,TARC Limited,0.0,0.0,0.0,0.0,0.0
TARIL,Transformers And Rectifiers (India) Limited,0.0,0.0,0.0,0.0,0.0
TARMAT,Tarmat Limited,0.0,0.0,0.0,0.0,0.0
TARSONS,Tarsons Products Limited,0.0,0.0,0.0,0.0,0.0
TASTYBITE,Tasty Bite Eatables Limited,0.0,0.0,0.0,0.0,0.0
TATACAP,Tata Capital Limited,0.0,0.0,0.0,0.0,0.0
TATACHEM,Tata Chemicals Limited,0.0,0.0,0.0,0.0,0.0
TATACOMM,Tata Communications Limited,0.0,0.0,0.0,0.0,0.0
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,0.0,0.0,0.0,0.0,0.0
TATAELXSI,Tata Elxsi Limited,0.0,0.0,0.0,0.0,0.0
TATAINVEST,Tata Investment Corporation Limited,0.0,0.0,0.0,0.0,0.0
TATAPOWER,Tata Power Company Limited,0.0,0.0,0.0,0.0,0.0
TATASTEEL,Tata Steel Limited,0.0,0.0,0.0,0.0,0.0
TATATECH,Tata Technologies Limited,0.0,0.0,0.0,0.0,0.0
TATVA,Tatva Chintan Pharma Chem Limited,0.0,0.0,0.0,0.0,0.0
TBOTEK,TBO Tek Limited,0.0,0.0,0.0,0.0,0.0
TBZ,Tribhovandas Bhimji Zaveri Limited,0.0,0.0,0.0,0.0,0.0
TCC,TCC Concept Limited,0.0,0.0,0.0,0.0,0.0
TCI,Transport Corporation of India Limited,0.0,0.0,0.0,0.0,0.0
TCIEXP,TCI Express Limited,0.0,0.0,0.0,0.0,0.0
TCIFINANCE,TCI Finance Limited,0.0,0.0,0.0,0.0,0.0
TCPLPACK,TCPL Packaging Limited,0.0,0.0,0.0,0.0,0.0
TCS,Tata Consultancy Services Limited,0.0,0.0,0.0,0.0,0.0
TDPOWERSYS,TD Power Systems Limited,0.0,0.0,0.0,0.0,0.0
TEAMGTY,Team India Guaranty Limited,0.0,0.0,0.0,0.0,0.0
TEAMLEASE,Teamlease Services Limited,0.0,0.0,0.0,0.0,0.0
TECHM,Tech Mahindra Limited,0.0,0.0,0.0,0.0,0.0
TECHNOE,Techno Electric & Engineering Company Limited,0.0,0.0,0.0,0.0,0.0
TECHNVISN,TechNVision Ventures Limited,0.0,0.0,0.0,0.0,0.0
TECILCHEM,TECIL Chemicals and Hydro Power Limited,0.0,0.0,0.0,0.0,0.0
TEGA,Tega Industries Limited,0.0,0.0,0.0,0.0,0.0
TEJASNET,Tejas Networks Limited,0.0,0.0,0.0,0.0,0.0
TEMBO,Tembo Global Industries Limited,0.0,0.0,0.0,0.0,0.0
TENNIND,Tenneco Clean Air India Limited,0.0,0.0,0.0,0.0,0.0
TERASOFT,Tera Software Limited,0.0,0.0,0.0,0.0,0.0
TEXINFRA,Texmaco Infrastructure & Holdings Limited,0.0,0.0,0.0,0.0,0.0
TEXMOPIPES,Texmo Pipes and Products Limited,0.0,0.0,0.0,0.0,0.0
TEXRAIL,Texmaco Rail & Engineering Limited,0.0,0.0,0.0,0.0,0.0
TFCILTD,Tourism Finance Corporation of India Limited,0.0,0.0,0.0,0.0,0.0
TFL,Transwarranty Finance Limited,0.0,0.0,0.0,0.0,0.0
TGBHOTELS,TGB Banquets And Hotels Limited,0.0,0.0,0.0,0.0,0.0
THACKER,Thacker & Company Limited,0.0,0.0,0.0,0.0,0.0
THAKDEV,Thakkers Developers Limited,0.0,0.0,0.0,0.0,0.0
THANGAMAYL,Thangamayil Jewellery Limited,0.0,0.0,0.0,0.0,0.0
THEINVEST,The Investment Trust Of India Limited,0.0,0.0,0.0,0.0,0.0
THEJO,Thejo Engineering Limited,0.0,0.0,0.0,0.0,0.0
THELEELA,Leela Palaces Hotels & Resorts Limited,0.0,0.0,0.0,0.0,0.0
THEMISMED,Themis Medicare Limited,0.0,0.0,0.0,0.0,0.0
THERMAX,Thermax Limited,0.0,0.0,0.0,0.0,0.0
THOMASCOOK,Thomas Cook  (India)  Limited,0.0,0.0,0.0,0.0,0.0
THOMASCOTT,Thomas Scott (India) Limited,0.0,0.0,0.0,0.0,0.0
THYROCARE,Thyrocare Technologies Limited,0.0,0.0,0.0,0.0,0.0
TI,Tilaknagar Industries Limited,0.0,0.0,0.0,0.0,0.0
TICL,Twamev Construction and Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
TIGERLOGS,Tiger Logistics (India) Limited,0.0,0.0,0.0,0.0,0.0
TIIL,Technocraft Industries (India) Limited,0.0,0.0,0.0,0.0,0.0
TIINDIA,Tube Investments of India Limited,0.0,0.0,0.0,0.0,0.0
TIJARIA,Tijaria Polypipes Limited,0.0,0.0,0.0,0.0,0.0
TIL,TIL Limited,0.0,0.0,0.0,0.0,0.0
TIMETECHNO,Time Technoplast Limited,0.0,0.0,0.0,0.0,0.0
TIMEX,Timex Group India Limited,0.0,0.0,0.0,0.0,0.0
TIMKEN,Timken India Limited,0.0,0.0,0.0,0.0,0.0
TINNARUBR,Tinna Rubber and Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
TIPSFILMS,Tips Films Limited,0.0,0.0,0.0,0.0,0.0
TIPSMUSIC,Tips Music Limited,0.0,0.0,0.0,0.0,0.0
TIRUMALCHM,Thirumalai Chemicals Limited,0.0,0.0,0.0,0.0,0.0
TIRUPATIFL,Tirupati Forge Limited,0.0,0.0,0.0,0.0,0.0
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,0.0,0.0,0.0,0.0,0.0
TITAN,Titan Company Limited,0.0,0.0,0.0,0.0,0.0
TMB,Tamilnad Mercantile Bank Limited,0.0,0.0,0.0,0.0,0.0
TMCV,Tata Motors Limited,0.0,0.0,0.0,0.0,0.0
TMPV,Tata Motors Passenger Vehicles Limited,0.0,0.0,0.0,0.0,0.0
TNPETRO,Tamilnadu PetroProducts Limited,0.0,0.0,0.0,0.0,0.0
TNPL,Tamil Nadu Newsprint & Papers Limited,0.0,0.0,0.0,0.0,0.0
TNTELE,Tamilnadu Telecommunication Limited,0.0,0.0,0.0,0.0,0.0
TOKYOPLAST,Tokyo Plast International Limited,0.0,0.0,0.0,0.0,0.0
TOLINS,Tolins Tyres Limited,0.0,0.0,0.0,0.0,0.0
TORNTPHARM,Torrent Pharmaceuticals Limited,0.0,0.0,0.0,0.0,0.0
TORNTPOWER,Torrent Power Limited,0.0,0.0,0.0,0.0,0.0
TOTAL,Total Transport Systems Limited,0.0,0.0,0.0,0.0,0.0
TOUCHWOOD,Touchwood Entertainment Limited,0.0,0.0,0.0,0.0,0.0
TPHQ,Teamo Productions HQ Limited,0.0,0.0,0.0,0.0,0.0
TPLPLASTEH,TPL Plastech Limited,0.0,0.0,0.0,0.0,0.0
TRACXN,Tracxn Technologies Limited,0.0,0.0,0.0,0.0,0.0
TRANSPEK,Transpek Industry Limited,0.0,0.0,0.0,0.0,0.0
TRANSRAILL,Transrail Lighting Limited,0.0,0.0,0.0,0.0,0.0
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,0.0,0.0,0.0,0.0,0.0
TRAVELFOOD,Travel Food Services Limited,0.0,0.0,0.0,0.0,0.0
TREEHOUSE,Tree House Education & Accessories Limited,0.0,0.0,0.0,0.0,0.0
TREJHARA,TREJHARA SOLUTIONS LIMITED,0.0,0.0,0.0,0.0,0.0
TREL,Transindia Real Estate Limited,0.0,0.0,0.0,0.0,0.0
TRENT,Trent Limited,0.0,0.0,0.0,0.0,0.0
TRF,TRF Limited,0.0,0.0,0.0,0.0,0.0
TRIDENT,Trident Limited,0.0,0.0,0.0,0.0,0.0
TRIGYN,Trigyn Technologies Limited,0.0,0.0,0.0,0.0,0.0
TRITURBINE,Triveni Turbine Limited,0.0,0.0,0.0,0.0,0.0
TRIVENI,Triveni Engineering & Industries Limited,0.0,0.0,0.0,0.0,0.0
TRU,TruCap Finance Limited,0.0,0.0,0.0,0.0,0.0
TRUALT,TruAlt Bioenergy Limited,0.0,0.0,0.0,0.0,0.0
TSFINV,TSF INVESTMENTS LIMITED,0.0,0.0,0.0,0.0,0.0
TTKHLTCARE,TTK Healthcare Limited,0.0,0.0,0.0,0.0,0.0
TTKPRESTIG,TTK Prestige Limited,0.0,0.0,0.0,0.0,0.0
TTL,T T Limited,0.0,0.0,0.0,0.0,0.0
TTML,Tata Teleservices (Maharashtra) Limited,0.0,0.0,0.0,0.0,0.0
TURTLEMINT,Turtlemint Fintech Solutions Limited,0.0,0.0,0.0,0.0,0.0
TVSELECT,TVS Electronics Limited,0.0,0.0,0.0,0.0,0.0
TVSHLTD,TVS Holdings Limited,0.0,0.0,0.0,0.0,0.0
TVSMOTOR,TVS Motor Company Limited,0.0,0.0,0.0,0.0,0.0
TVSSCS,TVS Supply Chain Solutions Limited,0.0,0.0,0.0,0.0,0.0
TVSSRICHAK,TVS Srichakra Limited,0.0,0.0,0.0,0.0,0.0
TVTODAY,TV Today Network Limited,0.0,0.0,0.0,0.0,0.0
TVVISION,TV Vision Limited,0.0,0.0,0.0,0.0,0.0
UBL,United Breweries Limited,0.0,0.0,0.0,0.0,0.0
UCAL,UCAL LIMITED,0.0,0.0,0.0,0.0,0.0
UCOBANK,UCO Bank,0.0,0.0,0.0,0.0,0.0
UDS,Updater Services Limited,0.0,0.0,0.0,0.0,0.0
UEL,Ujaas Energy Limited,0.0,0.0,0.0,0.0,0.0
UFBL,United Foodbrands Limited,0.0,0.0,0.0,0.0,0.0
UFLEX,UFLEX Limited,0.0,0.0,0.0,0.0,0.0
UFO,UFO Moviez India Limited,0.0,0.0,0.0,0.0,0.0
UGARSUGAR,The Ugar Sugar Works Limited,0.0,0.0,0.0,0.0,0.0
UGROCAP,Ugro Capital Limited,0.0,0.0,0.0,0.0,0.0
UJJIVANSFB,Ujjivan Small Finance Bank Limited,0.0,0.0,0.0,0.0,0.0
ULTRACEMCO,UltraTech Cement Limited,0.0,0.0,0.0,0.0,0.0
ULTRAMAR,Ultramarine & Pigments Limited,0.0,0.0,0.0,0.0,0.0
UMAEXPORTS,Uma Exports Limited,0.0,0.0,0.0,0.0,0.0
UMESLTD,Usha Martin Education & Solutions Limited,0.0,0.0,0.0,0.0,0.0
UMIYA-MRO,UMIYA BUILDCON LIMITED,0.0,0.0,0.0,0.0,0.0
UNICHEMLAB,Unichem Laboratories Limited,0.0,0.0,0.0,0.0,0.0
UNIDT,United Drilling Tools Limited,0.0,0.0,0.0,0.0,0.0
UNIECOM,Unicommerce Esolutions Limited,0.0,0.0,0.0,0.0,0.0
UNIENTER,Uniphos Enterprises Limited,0.0,0.0,0.0,0.0,0.0
UNIINFO,Uniinfo Telecom Services Limited,0.0,0.0,0.0,0.0,0.0
UNIMECH,Unimech Aerospace and Manufacturing Limited,0.0,0.0,0.0,0.0,0.0
UNIONBANK,Union Bank of India,0.0,0.0,0.0,0.0,0.0
UNIPARTS,Uniparts India Limited,0.0,0.0,0.0,0.0,0.0
UNITDSPR,United Spirits Limited,0.0,0.0,0.0,0.0,0.0
UNITECH,Unitech Limited,0.0,0.0,0.0,0.0,0.0
UNITEDPOLY,United Polyfab Gujarat Limited,0.0,0.0,0.0,0.0,0.0
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,0.0,0.0,0.0,0.0,0.0
UNIVAFOODS,Univa Foods Limited,0.0,0.0,0.0,0.0,0.0
UNIVASTU,Univastu India Limited,0.0,0.0,0.0,0.0,0.0
UNIVCABLES,Universal Cables Limited,0.0,0.0,0.0,0.0,0.0
UNIVPHOTO,Universus Photo Imagings Limited,0.0,0.0,0.0,0.0,0.0
UNOMINDA,UNO Minda Limited,0.0,0.0,0.0,0.0,0.0
UPL,UPL Limited,0.0,0.0,0.0,0.0,0.0
URAVIDEF,Uravi Defence and Technology Limited,0.0,0.0,0.0,0.0,0.0
URBANCO,Urban Company Limited,0.0,0.0,0.0,0.0,0.0
URJA,Urja Global Limited,0.0,0.0,0.0,0.0,0.0
USHAMART,Usha Martin Limited,0.0,0.0,0.0,0.0,0.0
USK,Udayshivakumar Infra Limited,0.0,0.0,0.0,0.0,0.0
UTIAMC,UTI Asset Management Company Limited,0.0,0.0,0.0,0.0,0.0
UTKARSHBNK,Utkarsh Small Finance Bank Limited,0.0,0.0,0.0,0.0,0.0
UTLSOLAR,Fujiyama Power Systems Limited,0.0,0.0,0.0,0.0,0.0
UTTAMSUGAR,Uttam Sugar Mills Limited,0.0,0.0,0.0,0.0,0.0
UYFINCORP,U. Y. Fincorp Limited,0.0,0.0,0.0,0.0,0.0
V2RETAIL,V2 Retail Limited,0.0,0.0,0.0,0.0,0.0
VADILALIND,Vadilal Industries Limited,0.0,0.0,0.0,0.0,0.0
VAIBHAVGBL,Vaibhav Global Limited,0.0,0.0,0.0,0.0,0.0
VAISHALI,Vaishali Pharma Limited,0.0,0.0,0.0,0.0,0.0
VAKRANGEE,Vakrangee Limited,0.0,0.0,0.0,0.0,0.0
VALIANTLAB,Valiant Laboratories Limited,0.0,0.0,0.0,0.0,0.0
VALIANTORG,Valiant Organics Limited,0.0,0.0,0.0,0.0,0.0
VAML,Vedanta Aluminium Metal Limited,0.0,0.0,0.0,0.0,0.0
VARDHACRLC,Vardhman Acrylics Limited,0.0,0.0,0.0,0.0,0.0
VARDMNPOLY,Vardhman Polytex Limited,0.0,0.0,0.0,0.0,0.0
VARROC,Varroc Engineering Limited,0.0,0.0,0.0,0.0,0.0
VASCONEQ,Vascon Engineers Limited,0.0,0.0,0.0,0.0,0.0
VASWANI,Vaswani Industries Limited,0.0,0.0,0.0,0.0,0.0
VBL,Varun Beverages Limited,0.0,0.0,0.0,0.0,0.0
VCL,Vaxtex Cotfab Limited,0.0,0.0,0.0,0.0,0.0
VEDL,Vedanta Limited,0.0,0.0,0.0,0.0,0.0
VEDPOWER,Vedanta Power Limited,0.0,0.0,0.0,0.0,0.0
VEEDOL,Veedol Corporation Limited,0.0,0.0,0.0,0.0,0.0
VELJAN,Veljan Denison Limited,0.0,0.0,0.0,0.0,0.0
VENKEYS,Venky's (India) Limited,0.0,0.0,0.0,0.0,0.0
VENTIVE,Ventive Hospitality Limited,0.0,0.0,0.0,0.0,0.0
VENUSPIPES,Venus Pipes & Tubes Limited,0.0,0.0,0.0,0.0,0.0
VENUSREM,Venus Remedies Limited,0.0,0.0,0.0,0.0,0.0
VERANDA,Veranda Learning Solutions Limited,0.0,0.0,0.0,0.0,0.0
VERTOZ,Vertoz Limited,0.0,0.0,0.0,0.0,0.0
VESUVIUS,Vesuvius India Limited,0.0,0.0,0.0,0.0,0.0
VETO,Veto Switchgears And Cables Limited,0.0,0.0,0.0,0.0,0.0
VGL,VARVEE GLOBAL LIMITED,0.0,0.0,0.0,0.0,0.0
VGUARD,V-Guard Industries Limited,0.0,0.0,0.0,0.0,0.0
VHL,Vardhman Holdings Limited,0.0,0.0,0.0,0.0,0.0
VHLTD,Viceroy Hotels Limited,0.0,0.0,0.0,0.0,0.0
VIDHIING,Vidhi Specialty Food Ingredients Limited,0.0,0.0,0.0,0.0,0.0
VIDYAWIRES,Vidya Wires Limited,0.0,0.0,0.0,0.0,0.0
VIJAYA,Vijaya Diagnostic Centre Limited,0.0,0.0,0.0,0.0,0.0
VIJIFIN,Viji Finance Limited,0.0,0.0,0.0,0.0,0.0
VIKASECO,Vikas EcoTech Limited,0.0,0.0,0.0,0.0,0.0
VIKASLIFE,Vikas Lifecare Limited,0.0,0.0,0.0,0.0,0.0
VIKRAMSOLR,Vikram Solar Limited,0.0,0.0,0.0,0.0,0.0
VIKRAN,Vikran Engineering Limited,0.0,0.0,0.0,0.0,0.0
VIMTALABS,Vimta Labs Limited,0.0,0.0,0.0,0.0,0.0
VINATIORGA,Vinati Organics Limited,0.0,0.0,0.0,0.0,0.0
VINCOFE,Vintage Coffee And Beverages Limited,0.0,0.0,0.0,0.0,0.0
VINDHYATEL,Vindhya Telelinks Limited,0.0,0.0,0.0,0.0,0.0
VINEETLAB,Vineet Laboratories Limited,0.0,0.0,0.0,0.0,0.0
VINNY,Vinny Overseas Limited,0.0,0.0,0.0,0.0,0.0
VINYLINDIA,Vinyl Chemicals (India) Limited,0.0,0.0,0.0,0.0,0.0
VIPCLOTHNG,VIP Clothing Limited,0.0,0.0,0.0,0.0,0.0
VIPIND,VIP Industries Limited,0.0,0.0,0.0,0.0,0.0
VIPULLTD,Vipul Limited,0.0,0.0,0.0,0.0,0.0
VIRINCHI,Virinchi Limited,0.0,0.0,0.0,0.0,0.0
VISACHROME,VISA Chrome Limited,0.0,0.0,0.0,0.0,0.0
VISAKAIND,Visaka Industries Limited,0.0,0.0,0.0,0.0,0.0
VISHNU,Vishnu Chemicals Limited,0.0,0.0,0.0,0.0,0.0
VISHWARAJ,Vishwaraj Sugar Industries Limited,0.0,0.0,0.0,0.0,0.0
VISL,Vedanta Iron and Steel Limited,0.0,0.0,0.0,0.0,0.0
VITAL,Vital Chemtech Limited,0.0,0.0,0.0,0.0,0.0
VIVIANA,Viviana Power Tech Limited,0.0,0.0,0.0,0.0,0.0
VIVIDHA,Visagar Polytex Limited,0.0,0.0,0.0,0.0,0.0
VIVIMEDLAB,Vivimed Labs Limited,0.0,0.0,0.0,0.0,0.0
VIYASH,Viyash Scientific Limited,0.0,0.0,0.0,0.0,0.0
VLEGOV,VL E-Governance & IT Solutions Limited,0.0,0.0,0.0,0.0,0.0
VLSFINANCE,VLS Finance Limited,0.0,0.0,0.0,0.0,0.0
VMART,V-Mart Retail Limited,0.0,0.0,0.0,0.0,0.0
VMM,Vishal Mega Mart Limited,0.0,0.0,0.0,0.0,0.0
VMSTMT,VMS TMT Limited,0.0,0.0,0.0,0.0,0.0
VOEPL,Virtuoso Optoelectronics Limited,0.0,0.0,0.0,0.0,0.0
VOGL,Vedanta Oil and Gas Limited,0.0,0.0,0.0,0.0,0.0
VOLTAMP,Voltamp Transformers Limited,0.0,0.0,0.0,0.0,0.0
VOLTAS,Voltas Limited,0.0,0.0,0.0,0.0,0.0
VPRPL,Vishnu Prakash R Punglia Limited,0.0,0.0,0.0,0.0,0.0
VRAJ,Vraj Iron and Steel Limited,0.0,0.0,0.0,0.0,0.0
VRLLOG,VRL Logistics Limited,0.0,0.0,0.0,0.0,0.0
VSSL,Vardhman Special Steels Limited,0.0,0.0,0.0,0.0,0.0
VSTIND,VST Industries Limited,0.0,0.0,0.0,0.0,0.0
VSTL,Vibhor Steel Tubes Limited,0.0,0.0,0.0,0.0,0.0
VSTTILLERS,V.S.T Tillers Tractors Limited,0.0,0.0,0.0,0.0,0.0
VTL,Vardhman Textiles Limited,0.0,0.0,0.0,0.0,0.0
WAAREEENER,Waaree Energies Limited,0.0,0.0,0.0,0.0,0.0
WAAREEINDO,Indosolar Limited,0.0,0.0,0.0,0.0,0.0
WAAREERTL,Waaree Renewable Technologies Limited,0.0,0.0,0.0,0.0,0.0
WABAG,VA Tech Wabag Limited,0.0,0.0,0.0,0.0,0.0
WAKEFIT,Wakefit Innovations Limited,0.0,0.0,0.0,0.0,0.0
WALCHANNAG,Walchandnagar Industries Limited,0.0,0.0,0.0,0.0,0.0
WANBURY,Wanbury Limited,0.0,0.0,0.0,0.0,0.0
WCIL,Western Carriers (India) Limited,0.0,0.0,0.0,0.0,0.0
WEALTH,Wealth First Portfolio Managers Limited,0.0,0.0,0.0,0.0,0.0
WEBELSOLAR,Websol Energy System Limited,0.0,0.0,0.0,0.0,0.0
WEIZMANIND,Weizmann Limited,0.0,0.0,0.0,0.0,0.0
WEL,Wonder Electricals Limited,0.0,0.0,0.0,0.0,0.0
WELCORP,Welspun Corp Limited,0.0,0.0,0.0,0.0,0.0
WELENT,Welspun Enterprises Limited,0.0,0.0,0.0,0.0,0.0
WELINV,Welspun Investments and Commercials Limited,0.0,0.0,0.0,0.0,0.0
WELSPLSOL,Welspun Specialty Solutions Limited,0.0,0.0,0.0,0.0,0.0
WELSPUNLIV,Welspun Living Limited,0.0,0.0,0.0,0.0,0.0
WENDT,Wendt (India) Limited,0.0,0.0,0.0,0.0,0.0
WESTLIFE,WESTLIFE FOODWORLD LIMITED,0.0,0.0,0.0,0.0,0.0
WEWIN,WE WIN LIMITED,0.0,0.0,0.0,0.0,0.0
WEWORK,WeWork India Management Limited,0.0,0.0,0.0,0.0,0.0
WHEELS,Wheels India Limited,0.0,0.0,0.0,0.0,0.0
WHIRLPOOL,Whirlpool of India Limited,0.0,0.0,0.0,0.0,0.0
WILLAMAGOR,Williamson Magor & Company Limited,0.0,0.0,0.0,0.0,0.0
WINDLAS,Windlas Biotech Limited,0.0,0.0,0.0,0.0,0.0
WINDMACHIN,Windsor Machines Limited,0.0,0.0,0.0,0.0,0.0
WINSOME,Winsome Yarns Limited,0.0,0.0,0.0,0.0,0.0
WIPL,The Western India Plywoods Limited,0.0,0.0,0.0,0.0,0.0
WIPRO,Wipro Limited,0.0,0.0,0.0,0.0,0.0
WOCKPHARMA,Wockhardt Limited,0.0,0.0,0.0,0.0,0.0
WONDERLA,Wonderla Holidays Limited,0.0,0.0,0.0,0.0,0.0
WORTHPERI,Worth Peripherals Limited,0.0,0.0,0.0,0.0,0.0
WPIL,WPIL Limited,0.0,0.0,0.0,0.0,0.0
WSI,W S Industries (I) Limited,0.0,0.0,0.0,0.0,0.0
WSTCSTPAPR,West Coast Paper Mills Limited,0.0,0.0,0.0,0.0,0.0
XCHANGING,Xchanging Solutions Limited,0.0,0.0,0.0,0.0,0.0
XELPMOC,Xelpmoc Design And Tech Limited,0.0,0.0,0.0,0.0,0.0
XPROINDIA,Xpro India Limited,0.0,0.0,0.0,0.0,0.0
XTGLOBAL,Xtglobal Infotech Limited,0.0,0.0,0.0,0.0,0.0
YASHO,Yasho Industries Limited,0.0,0.0,0.0,0.0,0.0
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,0.0,0.0,0.0,0.0,0.0
YATRA,Yatra Online Limited,0.0,0.0,0.0,0.0,0.0
YESBANK,Yes Bank Limited,0.0,0.0,0.0,0.0,0.0
YUKEN,Yuken India Limited,0.0,0.0,0.0,0.0,0.0
ZAGGLE,Zaggle Prepaid Ocean Services Limited,0.0,0.0,0.0,0.0,0.0
ZEEL,Zee Entertainment Enterprises Limited,0.0,0.0,0.0,0.0,0.0
ZEELEARN,Zee Learn Limited,0.0,0.0,0.0,0.0,0.0
ZEEMEDIA,Zee Media Corporation Limited,0.0,0.0,0.0,0.0,0.0
ZENITHEXPO,Zenith Exports Limited,0.0,0.0,0.0,0.0,0.0
ZENITHSTL,Zenith Steel Pipes & Industries Limited,0.0,0.0,0.0,0.0,0.0
ZENSARTECH,Zensar Technologies Limited,0.0,0.0,0.0,0.0,0.0
ZENTEC,Zen Technologies Limited,0.0,0.0,0.0,0.0,0.0
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,0.0,0.0,0.0,0.0,0.0
ZFSTEERING,ZF Steering Gear (India) Limited,0.0,0.0,0.0,0.0,0.0
ZIMLAB,Zim Laboratories Limited,0.0,0.0,0.0,0.0,0.0
ZODIAC,Zodiac Energy Limited,0.0,0.0,0.0,0.0,0.0
ZODIACLOTH,Zodiac Clothing Company Limited,0.0,0.0,0.0,0.0,0.0
ZOTA,Zota Health Care LImited,0.0,0.0,0.0,0.0,0.0
ZSARACOM,Saraswati Commercial India Limited,0.0,0.0,0.0,0.0,0.0
ZUARI,Zuari Agro Chemicals Limited,0.0,0.0,0.0,0.0,0.0
ZUARIIND,ZUARI INDUSTRIES LIMITED,0.0,0.0,0.0,0.0,0.0
ZYDUSLIFE,Zydus Lifesciences Limited,0.0,0.0,0.0,0.0,0.0
ZYDUSWELL,Zydus Wellness Limited,0.0,0.0,0.0,0.0,0.0
